id,msg_hex,h,r,s,elapsed_ns
328,536984844db86a8db881bea95761c49710e831fdec88712d0d78c7b59f89bfef,a9c03f0cf45648e774a088b9fefd9e0131367a702335bd37797accfe92094162,226a12dcffe4d81a80d1a4d13c0bd1ebc33c9b68d0907adaffec60454ef5567a,73405a78ef32929b9976f2cd388385c4ba815b5b62477e67a43bae82b58128ba,197014
329,7526967c69b909b3832ddd6a611c65f06110544da1806c8577a0f571a6822663,a1a3d215e71bde21b86b24b8ec8d3283f0575d75b9c8aff17c753d08c1205443,c8bc03ee832414bd513fc33046625b6ddd5d690577279c12e2048b483ec55de8,b671b537713d48ee55da33bb6776870959d43df7597f2f08b88c4e480b074f42,197262
330,879ae35adf592a383cc6ed0724c4139fb0f1964c8aab2fbb86136a573d9705a9,d8de8817766dedcd43aa5c911ec768df4b59d3b9c43cf066b8b5dae9cef10056,3fd1173964678fb091b91a9c301006db6cc2a588d2b9aab78c933eb7c12360d6,94f196269abdae80e00aa698abaa31349f7e60d60c05b4ae5c40a675e73af019,197254
331,6625e8bdf4ce21893a27b180a056ce44df069b244823037af39701adb32abfcd,d6966592efa8412736f9bfc1c05735591cd7a1254ac70393d504fa14c23267e0,a892366f04132cb6ce9552f43a053471998e0277475d72ef056c9dd9cc1ba098,451211b1db7eeef5fcbc9f32635c83a988fff777b5bef7c1e55f4f018cdc1c99,197497
332,5e6d0fcf99932ef9e5976b5510ca50d461734d0cee570020f50fc690238c7150,054dc95cb7817bf67f9dae839198ffcd42966467a1165aedb39aefd4813dbded,9b7b2ad8ae94919b3d774e2f57a0c2b2ce18674b2f416ac6e34186ba21b22d01,ca111f5d775cf28e241c3a9d203d7c2357cb6243916e84a297494ab168916523,197220
333,34d5e8f4d0a831f75c6e7d13de80533e38717bc0c75b942f133c91b75e6a5f48,334b9f3f2891abe95b8cf4c3b883f222b112a19497ee9387425a627bb44e833c,ca345d66301e0b1c68851e93194d5442683f75f50801e391d07d2f7a97c0da1a,76daa455e9841eb12c728d20631d5f6e36dbe2baac3aa6e21d92b2d18083e9a8,197489
334,c4d2aff068a1e5e3a4c99ec09368021b2124446db194c6cf0b08a6d37868f3ef,595c1313e07d4e6c237c723395d281daa406e66119e1ddae307a3ffe7973fc58,2bcaaa773d9564bcaa4c3b62311680645efd51b5288d467aca509c3ec6c3dd8c,bb2c1c555369f4693286a47c1df2fd3465c518483ccb7b0d7c6c189e55de0315,197043
335,83d1ec52213b5f9214dca4421ec4fa1025a6a06baec613eb761c9d6b1298f530,c3eb2a35ff2f045f581317273e94c6de36acba5e87f91efad6d0ef4664887e65,d24f40df83bdbf164ad37ecf5cd0d2a17462bc880985bda7768ec96960b0084c,0dbbdc7418aa422ce9a3a75d13bf55736827153b08ee593d3f8492ba35382d72,197293
336,5a6eb150f651813a0cc4ac80aecd9ae39be9bfbda6824725b622a4db285bbece,5341a0c851437fbc211f144eb64f3ede102eab0e75a9326b314ea7e1d4dfea3f,6225c8f5dfe296a9e7909f9d5f86f94c58dbb7f0d93fd7f01b35a241a50206ce,394858aaa0c05da847b8fdf395af72b2d063b96b1a547e5c1508a8fbf6768b27,197521
337,788634f86bf124c0b03d629236535d7fc7bb00bfd47f3d4b7b9c565e2459b8ba,1d88bf9a54a5dc6e54ed036b354d5f948f54de525f0a39dd5da8245bf5a33647,d87ac281d8e6ec5f69d2d4025d7a1755b83979016aaa26da842ba2025ae046d9,0ab654537e6797ef2ab0b8c42519181df40af33956b170ad8629428100f69bd6,197020
338,5a4d11eb3db63ea52bcdb7539886f70f26d36965bfb35bde47a02933a2d2bbe8,5669fec8ef3a122e5aa48b40b4da6b16f93de063dbc3cf617fe3a6660ab935a3,73845c213f9cf6448d4b1f90b3be9239f21f400a7ad8d2a2f57004ae3147a5ff,7654cf129363f176dbeafc81bc6da4479b60441ae0825c74f7e5bf64fec4c951,197510
339,568b673dede334aee55d791014e012a6f7861fac7bfa42a90e69c7c099d42f0e,fd3e7696770e5ec408254ff146bd9d77af509057b75e5505c0a995a82a8dd87d,941ae24cf82865c7a8c19c0c91006e126dc77b804ddbfbe07aff0441ee8a56f5,9dd8d80564a7553cbd7db5ce5ce83c584eadf5a2e1e8c6057715e87d6b07f426,196955
340,6aef8bb8db0b602f16e0086f475d63fa6dcb16465e46b1532ccdeb97b6e15ad5,91424a0efe813db82eaba458ec2d8b667f3b480c35fc59d0dfdebeace97bbd7e,2dafb81b2a1c2550169d9a3666337ea6d235bbc3bba6ccb9758a8bbc4c1c8fd1,b6a85cd69e5817237a9113a96c3f8a4ff91be7f37d628149b675d1414c2be9cb,197225
341,ef29a82a92af5743ff1f42128e4316140d0ae98ea04da69e8ea567a896507f97,1a6c5698ccfb1e604e99a3b8cf440b1029d6cf52735bc0e5d9e9cfa39cfdaefd,45f13035276888082de2538c2195e66ce281b659a5981d5d78f90f393949f88b,2e557c4cdf37f371d8101c0da423f835683570e4fb612412b8a45b431a68be10,197272
342,870d6c00a5d96c117cf08da5c53e85dfdaea22cb43ff19162abb2f970667367d,ce5bdd61d4efbae39b2b60b79076cab01baeb26771bb370d02d7c7c7979dc3f6,d1a266e92d860945772f29b16a72802182b30edee0ec8c2c44dbbf22ac7bce49,3228eccf02e46d48092eafde3cdad5659d3e7cdb81bad48873ad1b52044c8a20,196995
343,da2692a8c0827621d56046348119cbb9193e87b114ffe6a7d7461e7bd148d075,c018fa40f7cb18431c476f0d134bbc97acf8e94c1d57dfc5367053f2ab7055b3,dfb2aebc37e7b8ddfce5b8803d4e2df67e15b40f4a10a20e957aaa88fda49b0e,23ab530b149569d323f79e7188973fb838f7144482da8495712b8d948ed8adf1,197499
344,57ef266544eac96e65e9ad95b6d6fc129b5e4d97c4854f3937fc92d4b6708b6e,8028c98ce864aea5f8183f19b52c670ef4a30a5d6c86b1d5979cf437a14f0ac9,9f88b98321b90e366e09cc903eda6a6e9389a8a3700c8920b4d954df6895bf5c,09fadabe217ed6c6cb01635c78f8507f2852dbcbc70d037e9a97b80c1008285d,197278
345,411790bcb0446aabf050f281c2042f0cf710688e9ac57bc90007c26a5a6815b0,37f6da645cf5bded0873aa8bdb1afee5c632ead853640c14a7a0d676d1003aaf,66d536fa7c5fecd990e5d00b6bd2a3e4120dc9ef4d1e0c60e085f9c499bc0004,063b0fa49800519d3b109425332b9595fc52e7093c98fcae6cc35318d7dc21ef,197527
346,6a50d8502e0db448c57bf6c37812a23dcfe2d51ea9b65bbefe14acf1fe8c92a6,ba4506feacea626b99900bbe5dfb4b6b2b3fb2da7cb31e2de8470acf8670d0f6,3ad4e867a004c6f953df938b263fc2f263967ce349e531c6ad093d327ea93459,d08af173a2024cf5871b38dbf8806f67d7923a1d6bc8b3b427f61086f3710789,197508
347,8527e09e7e7c2bc1536fc51a0c8c8ba67ea28b9ef2d410b94310a87e2cdece82,63c3ce3c613acf1b61e801270b5c222511edc5fa2b7a6e2f8862b8d64219f3a2,85ab9c4a0f2392a7e9fcce2421585cb5006f1908543ccfeaa86c2a67bf460b3a,5a25aa45963f8e1af6879399ab0c70778b5c077d090f90c15f3bc83a92712d58,197539
348,e354b5c435ca739a768efa8dca2d646b3bac3f48eb391c56f7d4d0150c48f19e,7f14b81c94edf79fec09e1b95bd775b79616e62ccab56742b28b1ec4a9f8fdb2,312a6bce653e9d9bc87fe6d51a8444b0ca3c49acce643d4bc955fffd3ec567ae,cc768c46ec75628610bda41286824b010484d52029e383f251bd2dc90c53dd4f,197038
349,462bd005c120a91c46e3499e61fdf6e1c6a75d13c61a23ebb2654c5a77e13060,d31ea8aa8c9a08efa8ba47f065c8986d6a55ca979a8d5967b43422764a2adb6d,f56b87400789ffd744379d16117fec743238693191e8a08c1b0e8b361f87508f,88bbf5b0296fc9888c9d6ec3aef766daa2d255c137f77dc1ad87af8e6ad3c8e4,196449
350,573d29f2812ae8ad1f440d661cacbcc98a675e48b619e97b35b7df9332c53c08,9663ec53f4d25a2f7b16d907e8d82935ef9b177f0df133b1a31486bb751863cb,c6719af913a513b3164194a46ee0b1aadfc672d72ffc528559267ca13e380f88,5c09bd646f648e20ebfbf2b47c08994a690dff9bb1b77e5560daf7b36d170ddb,197575
351,4f71c89de38253933bb3cda754ac6027563118270dc5cdbe5d825f20c43592f0,2a4b4154b707dc959f5d018218121363b08ddc97fcb28f57999c940fad17efb3,2510040b9f711a2563dea4c5b9037e1f9fade7fd25dde2831726b6c6dd68bd58,e6e851b1754bb96b543c9ab4775e71c56cb6b01786bbae6973c56cef4c50411c,197519
352,94154be9b51280f780e7b6f567f4905d0dee0c70b14df2374d903763e1c3ced9,0a240d59c7a125fdf49070c05ead918b273288568a3c6a7a4ad76f22c7956cdd,300e84c8c6a38bc5867680945189caa15ec6f59e55357a9605c41f73921af138,c6fc7a4adfc4b92eb479201fa1d6760962d1ab0cd4516981f9c9dc6f5e701108,197236
353,bccdf08430aa6adcefe60919242c686ccb22ef0aa19928c7ac1e384dfcb163ec,cc2b6a0919b4a5b87a432f9f107fc50b7f80d3f6e835d72b8ec6837f69f4ad3c,7cd44237d736e3ea52bc297f7119883616cfc84b599ca8085d9d6cd0f582b655,be6c3ea7d5bfdfb171b91050ce32f25685d0a1029ce8583841d0a4a7568cb7a1,197278
354,4c94386f0967f5c3976d62fff8e9260d272870967c0b12d85dbb65cbde60bc8d,625e3852cb3b00765d9855ff3ce959ecddbab0a85cc2337c3bb794d74a68d089,d9c21680a7d2a812999a009af6ddd4e494de5e078f9f740ecfd881b961d5a4c7,c415c162c97d623e265e247be40b4f0ee9ecfc1248232098cbdc749ae0884ee9,197280
355,c4082f298e4b043b7d3ddd7b5f2a226c6abddd68bd6d8b6e7bf55353e3aca128,ee065ea8d786d8455978efa8543b324ad6a93f3526db8720d86fddbaa8b32a74,ccd83816090d294824e6fffd2c92feaadf15d915a1739d3c3929c7eaea29a900,8b4c9c099f58cf6d133701ebd338b67af36ec83fd90159a9dabf68773c2836fd,197332
356,0793d9f1ccf0f22c4f50274165c09dc669745234e232610f665dd3537429ae71,1c788f3994cf5f292a21f37123ba68192815837093a7a811fabe37ea2b9f0be5,114949ce550f9768989eda0467435a07b03bdedebf4e5cac3865afb84cd6b65a,4ee8881de448c3bc267327de267e4372d10826e1d0137ea1a26e876c84841dac,197272
357,c9847e00bfe71abbb74ce0d973fe5cfce92ee69bebe5c5eae15f5a8e690b3836,14b0e107729e7aa85b296a3e41e32135e2ff30e8b70b402d1ab02e26ddce38d8,04dc3fe9f3fbd4ecb24a369360b6df8017fdb7fd26ac4e2845f8e52a6533d056,f399e62a16803de09e22ea62f9c495586a63e9d60002cc68c9b6bec6b54d14f3,197221
358,df7eac98007cda410d8638792d796cc3b7e6eb5ed9e2d30d2944e2b06c39d6a1,43e3219f4e825c99d6460cdf3f03090d392c8ec4eb324f1672ee28049d0259d6,d0e584851f0b969423a1090f58ad7acf5f53d5296f264c8de81a374de94c3657,f56be6683f0788d0b55132fada8ee8038a4a427f7befbb0d68df04a4d7d04861,197095
359,0623182421303da9d093b153f00bbf624265367b8db18761a28f6ec705d36bcf,c3dba829aef154766f7cf2f1192028c4d24520024c8a11aba9a175f690aea002,a613c855b4df1f99b90ca6ee1b1399b81e9684f85cc52a50f5bc07b19232e14c,94135a35e147898c87e35eb6f1f9969bfcd961c8bdf9985f8c74e9fd555b7351,197275
360,5e3e6d7e6bc9263b9a7778376f1c820863d3b66059e057bf2319de4251f287b3,8f28e8846bb39b345bba2622bc6007153969635c9bcb570bff9d858f3cf570f0,4f94463ef53435de5c9a8be0b068892118e427fd3e2e3c436cc4503e220ed491,d0aef81600976305c1e6680535cbc06295173d676f1568d9b9b60a155535caae,197559
361,2b65647224a57906157820382b9b35d2df862ee1df9d79853fa98b99074fc166,d5aea7303d47342c8119c0f95ae34b7f3142c9b163cbe767e762084c12cad60c,2776fb79628814d7a686714315945c437a02a7a1a43eba285116b131b42da8e9,73da5ea0f954fd0a07d18bac781c79812b38242a99e412f1ff43b18a9f148531,197450
362,6b5d66ea4cce8e8a216256e40c314d1e44fe165b3323037a6be492083da7d364,662ed0e00c28583fb3bf36ad59791206251fc95f1d0ce488a8a92a7f7f7bd86c,f095f768b769b6217cf75f5688c6f3fb1be0e4fac5108153c2df73470659cbf5,97e147330b64144f7004f672fda76308978678e1a3e85da17ae85570b29dddb7,197540
363,f94e4b123d07c1acc15982f9cfc6e86b66bb2e5f66700e2dd60d4c6dc0c3a98f,678b14348e9bc3ba7db78b006af944798c1af521741b2366b1b21bbb009b2635,8e15747dd616874a2e7a3ea08a14d93fb1a333e491be548cd47796b7366e96d3,ac18b4379e8cd0323aae6f55464f0f385e1e236ef904f2079f845a3b1d7ad4be,197538
364,61f9d2990232631c8601023c8cdd673ad05a39475880db9757af5bf837d9988c,0665e69d91c2041df2338b74a80a72a7edc416b1d9d07e811fe3a7054e5d214b,41a460b0d4c8cb73f98ba7ac792bd608becc08848bfada1dfe2fbb0f12c12d1e,7f215c5dac0f622cb9ffb69472f5aeaf452aa4e8e207afdab34fe4b9d91ec57f,197483
365,673d237341317a6f12db55cea5786da26cea0d361add265cf304ac4a83b3656a,341b0d0f512518424e2fabf253088e20e1ad37fbc9fd7fc705b83cffb11c6dde,fcec5126011a44962b544a8f5ee9230e947db0f59cc3b1294efeb6a9da9d356f,735f369dacba6e437cc817fd55ae7158971a76b1a9d7e94495ba3998de60ce70,195646
366,b464f44b66e7c67eb88c85c9d16c4b43cc3b8692220f032688be366487577a52,780c8c9b0f723effe0d945100abe5d41fe176ca5232059259c6675776be8ef77,b1d193075eb25b0b8b84788c8bc31475a6f294aabe68ecde98ed89c083253464,aca7ec8b8ee6c968e404e2e3f236852413479b4f8c2c10caf47c7be99c9ab8c1,197511
367,6f6354b19448af2651dfd030d4e7340ad3a2576611ef3358c785ce6509366b78,e39903b0d329b979c7406420b1b0684eff9eedf6701bc3067a499408b99408bf,ea8f3a110f3d7a089e15abbacff05cac776c11cb72a21748db4608eaa4cfcab2,1197d612bdc7f0540b2b94b9867a7dec1132f073fe7d42c6d48163272c09de37,197561
368,c5427a5e607da2effc2dc05b0b252b308c0fd39969ab3fe655e84d4d0fb32482,8438946cf9a76eba0c69026031474e3b830fd9e86e01bb81a1182543ecaef5b5,6081f1c8f45d70b11328a4906f312ceb02f2db2add1026c18a96c4ad8c8cc0a8,2f4a2f381f8b0bbe23c6657bcf911e75f18178ba053e83f30d9a95f7e9d995b0,197486
369,787dd34386f5b8883dc546f468aa886fbbef74f30d1f9ea7dfd8ab6e3075946c,35dd722ebd9fc4216d193e54f57c5cc54197d83ab3e8fa15676699e7f8e3a84e,06d2565e277447ffd573eab22c7e6f5086f6eb238f552c7b11f3eee2aedfb381,830af864b634945ef6b082600b03ae3e708e8c60f896d4eadbe97bd5daa0272b,197205
370,2eb21c82fc2409fae6c0de42ce7af2b74d8c4b0e4ea54ce2d5841e2122ba6972,431d08f27f5ccfb1e853663df3d20a92ebea981e0958384aa7e23525167da993,7aed6190a9ceb5474606696cc5748c387b1246632a97523076f20995713f18fd,1740b213053b881a86f349f81271a471ce3a9675e7701a1d2c14984da7a9a998,197552
371,dd32203ea220635fd4dda83c224950cf442ca6fc045f35a08072fd0c98571268,bc9791a3bd8bce837f2a0f1995e0f831f67c0dbfec91362f60a2bdffcc70e0e6,08638e16d13fca5fc34bac3bf649d3526601f0c5b45d45e80dd0d314c7f42db1,f28e1f6242489622f3e0dcbe93ccbf4ad3155de0b36bda8cc0c4e31736e35ffb,195712
372,4681270b402aa4fb8f254fd3032b07f0dbf44f12fad92590fadb644cbe2f3c4e,cd8bf9443eb6dd1e476f5f358f11f42c85a089a0e6e82821f351eaf465a13663,f9cb8919a5ed02d6f3a5740c60cc07dfc4375d961eabebd318a2ce23d676e65a,7a3ca2ec1bf29e598c019e254f0119b0087c7313473c75ea7aed05d13c0dc3fd,197300
373,022911a99775079d49ae0d37cbe3137eb686a6530942c19b27619b0fc994bc28,fe1c3e2ede75bbbf7df546b1a61a52a538c29e0ab139ed6d9b30557a1d59d2eb,01ea7b7ffa32a5932a73893c3b3f4e7119899234e01a3fdec61ac1954bbeb532,3f9a69a46dd2f0f526db75f58a83a9f3a3f1c78da848d7f485b1579a2aef4a84,197321
374,7692565ce8f827b6bc33cd55929a0d5b45fc95e54600b7afef79be15a66a5508,6646518e50ae48a9bc57157c41b230542078b2549212c202c17e7a6c212dbbb2,fa09683e59dc0497773f553e741775012f68cc4c697ece42f4f9ebf6326ef3fa,44d1f2cf2599aead93d0bdb79f7f2299bd9199611b7d3acb404e7cb43ea8aeda,197496
375,b1bbd8e04c98173fe4bcdb25771c138a091151f837ce1d1318792f45885aec15,4871e5a30685ef9c322ed57a5f9646f2527ae1df9cace6783e9b469383f5fb99,996cf402dc4dd960c77325613ce8f7eb4e9cb4204ad8b5da73bc0f58715eec95,b2c7044c0dd530a1099bb03072ba6f43bc2deaa884fdfac19187b7cea522d0d5,197551
376,10b11d632d93ae118102c2117adadac64737749cc078a11fe7e54c7d9d6b8a2f,70ab658bfa610723247e872967086fc397e159ccde7f5bdd7d61309a58b713de,d04d4e8beaaa7bb2217eb4f8fb827b0b3db2a40ea593cf85da96d68a6443441a,60557ff578a6ac151427e55216ffa7ed0db6bb67f83df20edee6bdebce8d94d2,197233
377,cb75fc947f60efb67c5edef4ed0105e073843dae8775ff0932375bdfa1438589,d08a2ed430966dee0abde892be8aa600543684fea831fc2949945a2f818082eb,207429507982360d358faecb77b6f15a9cf5aa8fc98f653a5fa546bf03fb13da,31a10ed054db26a8331f211444b8d20a156c2f121dfdab20eea364fd3a233a42,197474
378,02175bd950d378e0cc0fc68f3386401d4aab8b017c797fdf79d91340eaa16799,e0aa7db2b2d78023a54e89be0d359f346ce180e2124f3895183561fd02b58857,6e2bfe53e63517fd7782e902331dfc1787b8ea042bad2abd75f826d3f1ebcdc4,26e7d73478ffaae0723fd73ae3d3010822caccd473b68841e25c5fb25ae1a682,197485
379,2634b0478e8927f96fdf7998525e485a7119bf1f752e06552b7e7b2f214380da,e9de232ad63059620619c970ca06725452b5b66d91c3364ac6261dd4a8229dfd,602a141c81786a5f71e724449057196c7a8e38f488f9d963662696f82ec6b0ac,0e64f7767336e7ea320ed796207e702f2be9cee2b48369c505a7fc35573fd0bd,196650
380,62bf0570f0bda51ee2c2ddcdeeeb023bc86c09741716ceffd2171996e3c391e5,e1e570910ae4921fa7a3e2e35fa098f4d91185422267a3b3e274284afa11078a,dc39c285024b729aba143d19afa179dcb0cddf12e2f623f37100865d63758cc0,60ee2de73c7c61ee4412d42e6726206de2cb477755ed28a63670554eaed56769,197226
381,7f45ab86a532e4942d9b7bf52b77806de2218e0c096389d4d2b9109803eb3861,014ec7683e2467170f6d4fe241585544fc31c05551d4c95a62bcb02e2774a507,9b01a976a68a319021d9c265fd4a7141d7b9c86d60758428632f589bdd8113e3,520dd6ebb6ddf295b66fe7bf16f7536df230bd5184e0eecce45ebe076ff3ffe8,197492
382,840502510fc93640d7dfcf5dc6ba88516b0d6a47303fd161c25efbf5578ab7cc,8724364daf36d2f95ce74818b1e9647b7fb614fea42e1cabdf7a2832b4283876,aa0cdd14fb6fa358cbbf4dde35c093b99bbdbb3239c21c04343cdac95f0e9ed6,f9c010cea45f3707388d719b3bf7d0fb2bb0432bf2beb31d3f229400e94be526,197252
383,59a6c4ac4b2adb16763ae7559489c850dd1dc08759bf7650fd9f44fd8edca27d,1c897df87c90a096812b4f5f7a090c22e21b4f11adc552d5f07a84737a0b255e,f1d00f2cce8ace3a184bbbf8c2d4ff44a8c9f61ce530224c1f71b63a809f09a1,b5f3ec17ee0968731ac5dcc4bfc3870a71caf6c95a6ffca494ee1df800db5efa,196201
384,320df234cb65162a37174576776f229a1c7b9ff53dc29d8cf8798e0a830df5dd,dfe95550e65de00290ec4a6ce3dd060bebdd86cb1d485e6f4ea6b906e68e8c91,a46db8baf5dfe0c424ed340149fdc9a8ea17e0feb4b70a0c1ce74fa56adf05ff,c8166d9fa5c0c82d4d63e403fa62034c68dd0e23d8179d132db47ca32648d11b,197489
385,bed2fc11e5cb8f2fcfe60960e9a6240c72d2cf08dc086cf22c5b765347d53ec0,27f5f3c8d53d831b2aeb614f919a314da400cb79ee277ecfc7798c1b851d5e45,053cc84d4368871a265ddf8d9e211a27b03ee957289b83194c529b7d50eeffb7,325ddde696dfd4590378ce5a34c6a1ab7cda9b80f41dbd84fe36a368b79089aa,197532
386,517b4f43ded3869e9ea719295e9e6b464141c00d38f215af3c18868c714e5c3c,cc14e8c84825cf4bb94b0f24e95adce12d99939508a1b3437029ef4fbebc4268,effcd25f2bfb5eeffb0e09ddad3dc5564ea3797cde7128af16b1cc2d2e06dc2a,9ce359007ede5db9b7f6de5b7cc5b5858a0ac4b479d166682d7d5ebc474f2041,197263
387,cc82bf0bd593bbb8635036a576c47609e3273742230c8f71e9b9f31d4866def7,2f4d518b105911ce22829a62c73092adf1b54ba7c74b5c79c41940769bb89e8e,b31e002ed92e6744f89747971825d7e75fc63e7d9e4a9ae26b3a9549b1ce3d8e,e1a8c6d4848913389110d48ea73532759d1a337d180649d6eb4caa7b7c29a978,197291
388,b4b8f5ef8e273e69ae4d889325ef01bb3b5ac33b6328ee1d107072adf54803f4,ca50d8cd5bb60235b383b77f49856a9e2ea77c503b66ab56be3058dda11a3cd0,88eac2665f21e77d6be9b0b572f20340b1c88294c6662851348dff0dfb46a88c,3aa64f546f7e72345c19b871eca3f4a422de2d5e77f2e4132157eaf4537d6856,197304
389,e2db5736f5fd261cc983f35b8f9195a9a07a8be92e2c922d38da9f4d988454b1,5c93abd99cf6a0f0a61d6641300478c4d28d3214657301b8da3610ee7031c09b,0e5a981680e2f5e29ea15666b212afa063bab5790fc84493faed6e0129527a10,4a32eac8985775a24f2ff5a1373a7daa20b9ba48fcc2a59098887a2a3555c853,197527
390,8229f86f7e14ab05933969ecc2516d7f3941595120db5b555c1204ce5b038b82,ef600f5c4b56397f263f13f99572542bfab9f1391c85a6490419596f8f1ed166,47d55904df8926d3648af1623e6dd16145d4658c8b9f3ecae3de39a21fba6b49,7f327d79e8f2e923b2ebf2cf02ea9d1ff7dcb5bccbbcc42b4ee244cda3aa512d,197600
391,115231acf01d4f5c09ba4ae8dcc62fb14580590b16a58b7e9660cb41d1e5fa5e,ab3d5a38ec1b7760675df7fdc59b780a36ae2e777034f898c853f6326cd21d46,0eb5723b5755215a6ba7af6b7f9852f0b8ebeba3456232f37e38d04a8161dc6f,dcb89681f8629f9a8b9eebfaf7a11bc91136791879523f1ffdd3ab6faedfc727,196204
392,e7c5997393551482d220f0ee85601dcc3aa4607581aec45c0dde49eb15b5d102,0afe3675ccf9b5f13d98802f51d9238e51a81821f6312ee99a7911e91c2db23b,4712981c84d6bc4ceffc38d8b8102537c5e7db635ada4add8988db0ce1ef0a84,967bd58f8dc15782ae6ebb71a5ad8f346e8c0e035222fbdb50ad69fc22dd7e6e,197559
393,0f4cb8dae2bbb99a5aaa72ecd9d406a2dc3eef1b3fc325e2ab6f579a90571ff1,7ad674aa412435f0b4b31ed2bef24fa37dd873ff9819f9bff4d5968e198769a1,c7fb37a830fdab9a4133eb62ec7fcf0c29d0e96929ecd827fe657d7d99e5007e,11ca30abfd7fd29d046883f5f1ac98ffd24aa2f8bea0b16c6d9e6c3db16b381a,196235
394,7a017a9928f827733d08670747bbd0e55e46d0092f8fe9b75481ab48ee5f083e,ab8d6ba80c153a740ce5db019114ff39f72a82a4169e082c67a3104566ff24dc,fc1eee3a4f21c55ce4fc7f115a8d4f04bc5b6d7a7d5554115c4b52f892aa60dd,c9a5e122b048e5a1c01e44d88619f051ed631b4100cc4289aff9f02becb79a84,197011
395,5a2ac772daa7b99ba73b411698922b71b096a8e54531a8cd517500a83a2d8041,5fcce6c04e1093d5f07c1e98979589f4165ed0637125b6d870ac3a97cdedfdf4,f67848b34941745e1be103b5e0cb82b088e754c6aa1833ccc734037411c1ed29,e66abac242b08ec813c5f5525543dbbd4855ae2f071bd3c79242994898f42b8a,197492
396,26b624e55dd1fb90790f78fdfea4f58f66db4569324b513c489bd6b5317edb4e,2b3d4fa7d100d3025816c14471d91c9b1d302e018d0cd02e1451bd757a8a343e,627aceaab0139a215794a21b38cb8bfefc4c352a09159294928cf2b30277b23c,6270c0ccd0a855f2f409d7e42de435d153de342e39f6dc5b761df17320df26b4,196161
397,153b945fb09e76318bb8e61ab72c9a67631cd9192018233bed497a01906315cc,fd241fb55184544fcece431b0d03a1ed82543f199cf37cd3acf43506bc405700,c18085cda1c40cf69900e24b1b9ed9e0df9ec27f19c0206714bcb88b0f47de10,47a1103e435243fa041d21fcb16bc242a9211f9b0d4317a0a8b028734b8140bf,196970
398,fa656732a342095727bf342e527dbfad5803a8ac13afa9244884b7f222e3607f,6e9ef6a02c7b23181affead8a83a0747181cc75711b52929877b3969413ab6d0,aef3e3e52becc0704d38dc99c9af7935b5b0894cb031171d043116615c61dc4a,1d6fccbd4064a083542d4d5e5ff36e269905b5d756a7deb92ac4ec85e5716614,197264
399,499032eb4229ba469076f1f11601c785fa349fb262a292dc923986e3621b94fa,f376c166ec91b67c9c483083e96f2e7a15ebbc725546a9fe6cfda28cc16d2c04,1fe41ec05fe84002713f50779fc175c8e565d7b347b22e2f52ab865d062d1ac1,4bd6de26047485a25b0ad40f076957ec8a710170d9d3e1c1d96650cefd29ca4d,197553
400,2525164a5deb48476cd3cf660c009db9d4d5f8898030a00f6cc0da19f772df4c,0a19db247849426376d7890357f6c9c14683ca267697151a98e02556a0e9a3cb,f2c3898e1c84d99adad681eb4542ff8857958a13ed70d624cfa0f16ae5b7dc6a,30570b82794054577a819d435925b46f029cc095bb499ba2914f64e57ec505a4,197068
401,19daf95818feb8df31107a61acadd789135e92b7c2f05a995df66d7db42a6177,3ae34403bf8c3060144c5143dc4713aa487a475a4b3625dba2c0c6716a5005a5,6e97396430cb70d3e468457e4712213f5926259349f5960750740c5ea42360be,05157267efc28dd18faa8ce197927ca10ae85a7b5eab26c6cb6c7d0cb8265a96,197527
402,bce4b1346aecf925bfa1a98bfd2d1934df09bbc6b388d023f723589be676e137,c3479fda37ecdadb9e5ee92f89816ad6d6d38e6dbc49d1a667b35b29f95cb059,12bec73f0070097f704816bc32f21e245e6ab043277248a837b135fa964f71ec,b8715c56a3b2ed31bbd1c8cdd7af1fd66dd52b62eabafc8b44ac437b747e1e1b,197019
403,800d9de22a902d01d7c351c12eed8104d0150aa54c5be570414eb04596a45fe0,0e1c3962e0686b548621b2b3d783633cc12283c5d6ce71734e7e8d20031e4145,006cb931f29a44be67d4d6c438f71be472b4da0a7fc21949ec21f8c6579949c9,1e914f78d42b85645f5b754b6a2c2c55079e8d8da37fa3346f9e6d896c3b1e93,197558
404,48580e0254c83bf05ded8d42a8f73f10ce3ea394d05dbedc1bbb424f701a0089,f60a5f64fbd07f74378a08bab399c59e0e9e3616b0d2eccadb51b813d390925d,b3b1d4cbb54c0fa3077836d36b6a885fc1008af53cc0232a6ed924203405bca2,8ae99fbac2689dcbddbba31c331b0015c2170fb49c03f06d1910dee2e2c72ec3,196418
405,0368fdfec6079321e344c993ae1df6bf210027e90782787e334fe2320cb93f6e,c04a7171897b57e631ac2bc487bf2f4f99cd3c13afb31975071e88688f204e76,9077e09cce44094d8c7d94fd70492703b24d4e622d46ce331c43f386cf3c8ee7,03d98b8a21dbbe0a6be518c56d1da410dd5c4c6b281420e1413e0e25858bbe98,197285
406,9838e15dce9eb2184c0de9ba56c6ded34a1aa4cea33be5c539d0774911328477,0c6d3da34ea06f842b874e7d5adf0e376c3803496ecbeb1cc3a5579c741e306d,b1ea6c245bc80d595e7389a14f3c3bdca5c90a750b387393cfb16bc63732fe0a,000bf96d26524cee5a21ac876da8629419b290bde509c6afcfcf6af9532f5651,197542
